Compound ChEMBL ID,Bioactivity Type,Bioactivity Value (nM),Molecular Formula,SMILES
CHEMBL3597875,EC50,71000.0,C17H14N2O2S2,CSc1cccc(Nc2nc(-c3ccc4c(c3)OCO4)cs2)c1
CHEMBL3597841,EC50,34000.0,C17H13N3S2,CSc1cccc(Nc2nc(-c3ccc(C#N)cc3)cs2)c1
CHEMBL3357128,EC50,6000.0,C17H15N3O2,Cc1ccc(NC(=O)c2c[nH]c3ccccc3c2=O)cc1N
CHEMBL1098499,EC50,1000.0,C28H30ClN5O4S,COc1ccc(NC(=O)c2cc(-c3sc(NC(=O)C(C)(C)C)nc3C)n(Cc3cc(Cl)ccc3OC)n2)cc1
CHEMBL3354672,EC50,2100.0,C24H20N2O2,O=C(c1c[nH]c2ccccc2c1=O)N(Cc1ccccc1)Cc1ccccc1
CHEMBL3354672,EC50,2100.0,C24H20N2O2,O=C(c1c[nH]c2ccccc2c1=O)N(Cc1ccccc1)Cc1ccccc1
CHEMBL4745080,EC50,60000.0,C17H18N4O2,COc1ccc2[nH]c3c(c2c1)CN(C(=O)c1cc(C)[nH]n1)CC3
CHEMBL4750913,EC50,5700.0,C19H22N4O2,COc1ccc2[nH]c3c(c2c1)CN(C(=O)c1cc(C(C)C)[nH]n1)CC3
CHEMBL3357126,EC50,97.0,C22H21N3O2,CC(C)(C)c1cc2cc[nH]c2cc1NC(=O)c1c[nH]c2ccccc2c1=O
CHEMBL3357126,EC50,11.0,C22H21N3O2,CC(C)(C)c1cc2cc[nH]c2cc1NC(=O)c1c[nH]c2ccccc2c1=O
CHEMBL4588847,EC50,105.0,C30H37F3N2O6,COc1ncc(C(F)(F)F)cc1CO[C@H]1[C@H](C(C)(C)C)[C@@H](C(=O)O)N(C(=O)[C@@H]2CCCCO2)[C@H]1c1ccccc1C
CHEMBL3747046,EC50,1500.0,C27H35N7,CN(C)CCN1CCN(c2nc(-c3ccccn3)nc3c2CN(Cc2ccccc2)CC3)CC1
CHEMBL3747046,EC50,11700.0,C27H35N7,CN(C)CCN1CCN(c2nc(-c3ccccn3)nc3c2CN(Cc2ccccc2)CC3)CC1
CHEMBL3747046,EC50,1513.56,C27H35N7,CN(C)CCN1CCN(c2nc(-c3ccccn3)nc3c2CN(Cc2ccccc2)CC3)CC1
CHEMBL4066158,EC50,81.0,C16H19ClN4O3S,CC1(C)Cc2c(sc(NC(=O)c3[nH]ncc3Cl)c2C(N)=O)C(C)(C)O1
CHEMBL4066158,EC50,2.0,C16H19ClN4O3S,CC1(C)Cc2c(sc(NC(=O)c3[nH]ncc3Cl)c2C(N)=O)C(C)(C)O1
CHEMBL4082311,EC50,101.0,C17H23N3O4S,CC1(C)Cc2c(sc(NC(=O)C3CCNC3=O)c2C(N)=O)C(C)(C)O1
CHEMBL3544914,EC50,272.0,C26H27F3N2O6,CC(C)(CO)c1cc2cc(NC(=O)C3(c4ccc5c(c4)OC(F)(F)O5)CC3)c(F)cc2n1C[C@@H](O)CO
CHEMBL3933231,EC50,285.0,C27H29F3N2O6,CC(C)(CCOC[C@@H](O)CO)c1cc2cc(NC(=O)C3(c4ccc5c(c4)OC(F)(F)O5)CC3)c(F)cc2[nH]1
CHEMBL2010601,EC50,22.0,C24H28N2O3,CC(C)(C)c1cc(C(C)(C)C)c(NC(=O)c2c[nH]c3ccccc3c2=O)cc1O
CHEMBL2010601,EC50,3.0,C24H28N2O3,CC(C)(C)c1cc(C(C)(C)C)c(NC(=O)c2c[nH]c3ccccc3c2=O)cc1O
CHEMBL2010601,EC50,236.0,C24H28N2O3,CC(C)(C)c1cc(C(C)(C)C)c(NC(=O)c2c[nH]c3ccccc3c2=O)cc1O
CHEMBL2010601,EC50,3.0,C24H28N2O3,CC(C)(C)c1cc(C(C)(C)C)c(NC(=O)c2c[nH]c3ccccc3c2=O)cc1O
CHEMBL2010601,EC50,236.0,C24H28N2O3,CC(C)(C)c1cc(C(C)(C)C)c(NC(=O)c2c[nH]c3ccccc3c2=O)cc1O
CHEMBL2010601,EC50,1300.0,C24H28N2O3,CC(C)(C)c1cc(C(C)(C)C)c(NC(=O)c2c[nH]c3ccccc3c2=O)cc1O
CHEMBL2010601,EC50,126.0,C24H28N2O3,CC(C)(C)c1cc(C(C)(C)C)c(NC(=O)c2c[nH]c3ccccc3c2=O)cc1O
CHEMBL2010601,EC50,11.7,C24H28N2O3,CC(C)(C)c1cc(C(C)(C)C)c(NC(=O)c2c[nH]c3ccccc3c2=O)cc1O
CHEMBL2010601,EC50,49.0,C24H28N2O3,CC(C)(C)c1cc(C(C)(C)C)c(NC(=O)c2c[nH]c3ccccc3c2=O)cc1O
CHEMBL2010601,EC50,70.0,C24H28N2O3,CC(C)(C)c1cc(C(C)(C)C)c(NC(=O)c2c[nH]c3ccccc3c2=O)cc1O
CHEMBL2010601,EC50,131.0,C24H28N2O3,CC(C)(C)c1cc(C(C)(C)C)c(NC(=O)c2c[nH]c3ccccc3c2=O)cc1O
CHEMBL2010601,EC50,68.0,C24H28N2O3,CC(C)(C)c1cc(C(C)(C)C)c(NC(=O)c2c[nH]c3ccccc3c2=O)cc1O
CHEMBL2010601,EC50,34.0,C24H28N2O3,CC(C)(C)c1cc(C(C)(C)C)c(NC(=O)c2c[nH]c3ccccc3c2=O)cc1O
CHEMBL3298812,EC50,7500.0,C14H17N5O4,C=CCn1cnc2c1N=CN1C2=N[C@](C)(C(=O)O)[C@@H](O)[C@@]1(C)O
CHEMBL3298812,EC50,104000.0,C14H17N5O4,C=CCn1cnc2c1N=CN1C2=N[C@](C)(C(=O)O)[C@@H](O)[C@@]1(C)O
CHEMBL4065523,EC50,18000.0,C16H16F6N6O3,CCN(CC)c1nc(Nc2ccc([N+](=O)[O-])cc2)nc(OC(C(F)(F)F)C(F)(F)F)n1
CHEMBL4092200,EC50,900.0,C17H17F6N5O3,CCN(CC)c1nc(Nc2ccc(C(=O)O)cc2)nc(OC(C(F)(F)F)C(F)(F)F)n1
CHEMBL3357143,EC50,22.0,C21H19F3N2O3,CC(C)(C)c1cc(C(F)(F)F)c(NC(=O)c2c[nH]c3ccccc3c2=O)cc1O
CHEMBL3357143,EC50,3.0,C21H19F3N2O3,CC(C)(C)c1cc(C(F)(F)F)c(NC(=O)c2c[nH]c3ccccc3c2=O)cc1O
CHEMBL3356636,EC50,6400.0,C19H15N3O2,Cn1ccc2ccc(NC(=O)c3c[nH]c4ccccc4c3=O)cc21
CHEMBL3746547,EC50,200.0,C26H29N7O,COc1ccc(CN2CCc3nc(-c4ccccn4)nc(NCCCn4ccnc4)c3C2)cc1
CHEMBL3746547,EC50,199.53,C26H29N7O,COc1ccc(CN2CCc3nc(-c4ccccn4)nc(NCCCn4ccnc4)c3C2)cc1
CHEMBL4086410,EC50,2500.0,C26H20F3NO4,O=C(NC1CC(c2ccc(F)cc2)Oc2ccccc21)C1(c2ccc3c(c2)OC(F)(F)O3)CC1
CHEMBL1099214,EC50,8500.0,C22H26N4O3S,CCOC(=O)c1cc(-c2sc(NC(=O)C(C)(C)C)nc2C)nn1Cc1ccccc1
CHEMBL1097860,EC50,3000.0,C23H27N5O2S,C=CCn1nc(C(=O)NCc2ccccc2)cc1-c1sc(NC(=O)C(C)(C)C)nc1C
CHEMBL75680,EC50,150.0,C16H17N3O,CCCCc1c(-c2ccc(O)cc2)[nH]c2nccnc12
CHEMBL75680,EC50,140.0,C16H17N3O,CCCCc1c(-c2ccc(O)cc2)[nH]c2nccnc12
CHEMBL75680,EC50,111.0,C16H17N3O,CCCCc1c(-c2ccc(O)cc2)[nH]c2nccnc12
CHEMBL4779543,EC50,9300.0,C22H18N2O5S,COc1ccc(C(=O)c2cnc(NC(=O)C3(c4ccc5c(c4)OCO5)CC3)s2)cc1
CHEMBL4763661,EC50,70.0,C33H24N2O4S,O=C(c1ccc(-c2ccccc2)cc1)c1sc(NC(=O)C2(c3ccc4c(c3)OCO4)CC2)nc1-c1ccccc1
CHEMBL4752107,EC50,110.0,C28H20N2O6S,O=C(c1ccc2c(c1)OCO2)c1sc(NC(=O)C2(c3ccc4c(c3)OCO4)CC2)nc1-c1ccccc1
CHEMBL4758104,EC50,790.0,C26H19N3O4S,O=C(c1cccnc1)c1sc(NC(=O)C2(c3ccc4c(c3)OCO4)CC2)nc1-c1ccccc1
CHEMBL4763661,EC50,70.0,C33H24N2O4S,O=C(c1ccc(-c2ccccc2)cc1)c1sc(NC(=O)C2(c3ccc4c(c3)OCO4)CC2)nc1-c1ccccc1
CHEMBL4744909,EC50,350.0,C17H15F3N4O2,COc1ccc2[nH]c3c(c2c1)CN(C(=O)c1cc(C(F)(F)F)[nH]n1)CC3
CHEMBL4741301,EC50,17.0,C18H16F4N4O,Cc1ccc(F)c2[nH]c3c(c12)CN(C(=O)c1cc(C(F)(F)F)[nH]n1)[C@H](C)C3
CHEMBL1583913,EC50,15000.0,C22H22N4O3,COc1ccc(C(=O)NCCNc2nc3c(C)cccc3cc2C#N)cc1OC
CHEMBL1583913,EC50,3800.0,C22H22N4O3,COc1ccc(C(=O)NCCNc2nc3c(C)cccc3cc2C#N)cc1OC
CHEMBL2018574,EC50,2200.0,C22H22N4O2,COc1cccc(C(=O)NCCNc2nc3cc(C)cc(C)c3cc2C#N)c1
CHEMBL2018574,EC50,5900.0,C22H22N4O2,COc1cccc(C(=O)NCCNc2nc3cc(C)cc(C)c3cc2C#N)c1
CHEMBL2018574,EC50,1500.0,C22H22N4O2,COc1cccc(C(=O)NCCNc2nc3cc(C)cc(C)c3cc2C#N)c1
CHEMBL2018574,EC50,2187.76,C22H22N4O2,COc1cccc(C(=O)NCCNc2nc3cc(C)cc(C)c3cc2C#N)c1
CHEMBL2018574,EC50,14000.0,C22H22N4O2,COc1cccc(C(=O)NCCNc2nc3cc(C)cc(C)c3cc2C#N)c1
CHEMBL2018574,EC50,2200.0,C22H22N4O2,COc1cccc(C(=O)NCCNc2nc3cc(C)cc(C)c3cc2C#N)c1
CHEMBL2018577,EC50,2700.0,C20H19N5O,Cc1cc(C)c2cc(C#N)c(NCCNC(=O)c3cccnc3)nc2c1
CHEMBL2018577,EC50,2691.53,C20H19N5O,Cc1cc(C)c2cc(C#N)c(NCCNC(=O)c3cccnc3)nc2c1
CHEMBL4160444,EC50,2300.0,C20H16N2O4S,O=C(Nc1nc(-c2cccc(O)c2)cs1)C1(c2ccc3c(c2)OCO3)CC1
CHEMBL4160444,EC50,2290.87,C20H16N2O4S,O=C(Nc1nc(-c2cccc(O)c2)cs1)C1(c2ccc3c(c2)OCO3)CC1
CHEMBL1098779,EC50,930.0,C23H27N5O3S,C=CCn1nc(C(=O)Nc2ccc(OC)cc2)cc1-c1sc(NC(=O)C(C)(C)C)nc1C
CHEMBL1096523,EC50,1000.0,C25H30ClN5O4S,COc1ccc(Cl)cc1Cn1nc(C(=O)N2CCOCC2)cc1-c1sc(NC(=O)C(C)(C)C)nc1C
CHEMBL262627,EC50,700.0,C19H21ClN4O2S2,COc1ccc(Cl)cc1Nc1nc(-c2sc(NC(=O)C(C)(C)C)nc2C)cs1
CHEMBL262627,EC50,870.0,C19H21ClN4O2S2,COc1ccc(Cl)cc1Nc1nc(-c2sc(NC(=O)C(C)(C)C)nc2C)cs1
CHEMBL262627,EC50,707.95,C19H21ClN4O2S2,COc1ccc(Cl)cc1Nc1nc(-c2sc(NC(=O)C(C)(C)C)nc2C)cs1
CHEMBL28,EC50,9000.0,C15H10O5,O=c1cc(-c2ccc(O)cc2)oc2cc(O)cc(O)c12
CHEMBL4064946,EC50,11000.0,C26H20ClF2NO4,O=C(NC1CC(c2ccccc2Cl)Oc2ccccc21)C1(c2ccc3c(c2)OC(F)(F)O3)CC1
CHEMBL4091682,EC50,2700.0,C22H20F3NO4,CC1(C)C[C@@H](NC(=O)C2(c3ccc4c(c3)OC(F)(F)O4)CC2)c2ccc(F)cc2O1
CHEMBL4776895,EC50,110.0,C29H24N2O6S,COc1ccc(OC)c(C(=O)c2sc(NC(=O)C3(c4ccc5c(c4)OCO5)CC3)nc2-c2ccccc2)c1
CHEMBL4067042,EC50,87.0,C28H20F5NO6,O=C(O)c1cccc([C@H]2C[C@@H](NC(=O)C3(c4ccc5c(c4)OC(F)(F)O5)CC3)c3ccc(C(F)(F)F)cc3O2)c1
CHEMBL1949982,EC50,1400.0,C21H16ClFN4O2S2,COc1ccc(Cl)cc1Nc1nc(-c2sc(NC(=O)c3ccc([19F])cc3)nc2C)cs1
CHEMBL2018580,EC50,4200.0,C23H24N4O3,COc1ccc(C(=O)NCCNc2nc3cc(C)cc(C)c3cc2C#N)c(OC)c1
CHEMBL2018580,EC50,4168.69,C23H24N4O3,COc1ccc(C(=O)NCCNc2nc3cc(C)cc(C)c3cc2C#N)c(OC)c1
CHEMBL3956217,EC50,981.0,C28H34N2O3,CC(C)(C)c1cc2cc(NC(=O)C3(c4ccc5c(c4)CCC5)CC3)ccc2n1C[C@@H](O)CO
CHEMBL3908746,EC50,81.75,C27H29F3N2O6,CC(C)(CCO)c1cc2cc(NC(=O)C3(c4ccc5c(c4)OC(F)(F)O5)CC3)c(F)cc2n1C[C@@H](O)CO
CHEMBL3357138,EC50,5100.0,C20H21N3O4S,CC(C)(C)c1ccc(NC(=O)c2c[nH]c3ccccc3c2=O)cc1S(N)(=O)=O
CHEMBL3357136,EC50,100.0,C21H22N2O3,CC(C)(C)c1ccc(NC(=O)c2c[nH]c3ccccc3c2=O)cc1CO
CHEMBL3357130,EC50,300.0,C19H19N3O2,CC(C)c1ccc(NC(=O)c2c[nH]c3ccccc3c2=O)cc1N
CHEMBL260775,EC50,2300.0,C21H17ClN4O2S2,COc1ccc(Cl)cc1Nc1nc(-c2sc(NC(=O)c3ccccc3)nc2C)cs1
CHEMBL260775,EC50,1100.0,C21H17ClN4O2S2,COc1ccc(Cl)cc1Nc1nc(-c2sc(NC(=O)c3ccccc3)nc2C)cs1
CHEMBL260775,EC50,3000.0,C21H17ClN4O2S2,COc1ccc(Cl)cc1Nc1nc(-c2sc(NC(=O)c3ccccc3)nc2C)cs1
CHEMBL260775,EC50,1096.48,C21H17ClN4O2S2,COc1ccc(Cl)cc1Nc1nc(-c2sc(NC(=O)c3ccccc3)nc2C)cs1
CHEMBL260775,EC50,2800.0,C21H17ClN4O2S2,COc1ccc(Cl)cc1Nc1nc(-c2sc(NC(=O)c3ccccc3)nc2C)cs1
CHEMBL3986594,EC50,283.5,C24H21F2N3O3,CC(C)(C)c1cc2c(C#N)c(NC(=O)C3(c4ccc5c(c4)OC(F)(F)O5)CC3)ccc2[nH]1
CHEMBL2018583,EC50,2700.0,C21H21N5O2,COc1ccc(C(=O)NCCNc2nc3cc(C)cc(C)c3cc2C#N)nc1
CHEMBL2018583,EC50,2691.53,C21H21N5O2,COc1ccc(C(=O)NCCNc2nc3cc(C)cc(C)c3cc2C#N)nc1
CHEMBL4564745,EC50,20000.0,C29H25F2NO6,O=C(O)c1cccc([C@@H]2C[C@H](NC(=O)C3(c4ccc5c(c4)OC(F)(F)O5)CC3)C[C@H](c3ccccc3)O2)c1
CHEMBL4453805,EC50,2860.0,C23H21F2NO6,O=C(O)c1ccc([C@H]2C[C@@H](NC(=O)C3(c4ccc5c(c4)OC(F)(F)O5)CC3)CCO2)cc1
CHEMBL4453805,EC50,1340.0,C23H21F2NO6,O=C(O)c1ccc([C@H]2C[C@@H](NC(=O)C3(c4ccc5c(c4)OC(F)(F)O5)CC3)CCO2)cc1
CHEMBL3910383,EC50,4525.0,C25H30N2O2,COc1ccc(C2(C(=O)Nc3ccc4[nH]c(C(C)(C)C)cc4c3)CC2(C)C)cc1
CHEMBL2018574,EC50,2200.0,C22H22N4O2,COc1cccc(C(=O)NCCNc2nc3cc(C)cc(C)c3cc2C#N)c1
CHEMBL2018574,EC50,5900.0,C22H22N4O2,COc1cccc(C(=O)NCCNc2nc3cc(C)cc(C)c3cc2C#N)c1
CHEMBL2018574,EC50,1500.0,C22H22N4O2,COc1cccc(C(=O)NCCNc2nc3cc(C)cc(C)c3cc2C#N)c1
CHEMBL2018574,EC50,2187.76,C22H22N4O2,COc1cccc(C(=O)NCCNc2nc3cc(C)cc(C)c3cc2C#N)c1
CHEMBL2018574,EC50,14000.0,C22H22N4O2,COc1cccc(C(=O)NCCNc2nc3cc(C)cc(C)c3cc2C#N)c1
CHEMBL2018574,EC50,2200.0,C22H22N4O2,COc1cccc(C(=O)NCCNc2nc3cc(C)cc(C)c3cc2C#N)c1
CHEMBL260775,EC50,2300.0,C21H17ClN4O2S2,COc1ccc(Cl)cc1Nc1nc(-c2sc(NC(=O)c3ccccc3)nc2C)cs1
CHEMBL260775,EC50,1100.0,C21H17ClN4O2S2,COc1ccc(Cl)cc1Nc1nc(-c2sc(NC(=O)c3ccccc3)nc2C)cs1
CHEMBL260775,EC50,3000.0,C21H17ClN4O2S2,COc1ccc(Cl)cc1Nc1nc(-c2sc(NC(=O)c3ccccc3)nc2C)cs1
CHEMBL260775,EC50,1096.48,C21H17ClN4O2S2,COc1ccc(Cl)cc1Nc1nc(-c2sc(NC(=O)c3ccccc3)nc2C)cs1
CHEMBL260775,EC50,2800.0,C21H17ClN4O2S2,COc1ccc(Cl)cc1Nc1nc(-c2sc(NC(=O)c3ccccc3)nc2C)cs1
CHEMBL2018583,EC50,2700.0,C21H21N5O2,COc1ccc(C(=O)NCCNc2nc3cc(C)cc(C)c3cc2C#N)nc1
CHEMBL2018583,EC50,2691.53,C21H21N5O2,COc1ccc(C(=O)NCCNc2nc3cc(C)cc(C)c3cc2C#N)nc1
CHEMBL5190632,EC50,107.0,C33H47N3O4,COc1ncc(C(C)(C)C)cc1CN[C@H]1[C@H](C(C)(C)C)[C@@H](C(=O)O)N(C(=O)C2CCCCC2)[C@H]1c1ccccc1
CHEMBL5085731,EC50,3780.0,C9H8F3NO2,COC(=O)c1ccc(C(F)(F)F)cc1N
CHEMBL5077005,EC50,30000.0,C14H13F3N2O2,CN(C)C(=O)c1cc(-c2ccco2)c(C(F)(F)F)cc1N
CHEMBL5084140,EC50,15.0,C11H10BrF6N3O2,C[C@](O)(CNC(=O)c1nc(Br)c(C(F)(F)F)cc1N)C(F)(F)F
CHEMBL5084140,EC50,18.0,C11H10BrF6N3O2,C[C@](O)(CNC(=O)c1nc(Br)c(C(F)(F)F)cc1N)C(F)(F)F
CHEMBL5084140,EC50,43.0,C11H10BrF6N3O2,C[C@](O)(CNC(=O)c1nc(Br)c(C(F)(F)F)cc1N)C(F)(F)F
CHEMBL5084140,EC50,150.0,C11H10BrF6N3O2,C[C@](O)(CNC(=O)c1nc(Br)c(C(F)(F)F)cc1N)C(F)(F)F
CHEMBL5084140,EC50,25.0,C11H10BrF6N3O2,C[C@](O)(CNC(=O)c1nc(Br)c(C(F)(F)F)cc1N)C(F)(F)F
CHEMBL5075860,EC50,10.0,C11H7BrF9N3O2,Nc1cc(C(F)(F)F)c(Br)nc1C(=O)NCC(O)(C(F)(F)F)C(F)(F)F
CHEMBL4554422,EC50,14000.0,C19H18N4OS,Cc1cc(C)c2cc(C#N)c(NCCNC(=O)c3cccs3)nc2c1
CHEMBL4554422,EC50,14000.0,C19H18N4OS,Cc1cc(C)c2cc(C#N)c(NCCNC(=O)c3cccs3)nc2c1
CHEMBL2018581,EC50,1500.0,C23H24N4O3,COc1ccc(C(=O)NCCNc2nc3cc(C)cc(C)c3cc2C#N)cc1OC
CHEMBL2018581,EC50,1513.56,C23H24N4O3,COc1ccc(C(=O)NCCNc2nc3cc(C)cc(C)c3cc2C#N)cc1OC
CHEMBL4170223,EC50,2200.0,C20H16N2O3,O=C(Nc1cccc2cccnc12)C1(c2ccc3c(c2)OCO3)CC1
CHEMBL4170223,EC50,2187.76,C20H16N2O3,O=C(Nc1cccc2cccnc12)C1(c2ccc3c(c2)OCO3)CC1
CHEMBL4762302,EC50,80.0,C18H16F4N4O,Cc1ccc(F)c2[nH]c3c(c12)[C@H](C)N(C(=O)c1cc(C(F)(F)F)[nH]n1)CC3
CHEMBL4783477,EC50,10600.0,C16H16N4O2,COc1ccc2[nH]c3c(c2c1)CN(C(=O)c1cc[nH]n1)CC3
CHEMBL44,EC50,4400.0,C15H10O5,O=c1c(-c2ccc(O)cc2)coc2cc(O)cc(O)c12
CHEMBL44,EC50,8200.0,C15H10O5,O=c1c(-c2ccc(O)cc2)coc2cc(O)cc(O)c12
CHEMBL44,EC50,8480.0,C15H10O5,O=c1c(-c2ccc(O)cc2)coc2cc(O)cc(O)c12
CHEMBL44,EC50,6170.0,C15H10O5,O=c1c(-c2ccc(O)cc2)coc2cc(O)cc(O)c12
CHEMBL44,EC50,14200.0,C15H10O5,O=c1c(-c2ccc(O)cc2)coc2cc(O)cc(O)c12
CHEMBL5076312,EC50,8.0,C13H15F6N3O2,CCc1nc(C(=O)NCC(C)(O)C(F)(F)F)c(N)cc1C(F)(F)F
CHEMBL5076312,EC50,43.0,C13H15F6N3O2,CCc1nc(C(=O)NCC(C)(O)C(F)(F)F)c(N)cc1C(F)(F)F
CHEMBL5082569,EC50,20.0,C13H16F6N4O2,CN(C)c1nc(C(=O)NCC(C)(O)C(F)(F)F)c(N)cc1C(F)(F)F
CHEMBL5082569,EC50,46.0,C13H16F6N4O2,CN(C)c1nc(C(=O)NCC(C)(O)C(F)(F)F)c(N)cc1C(F)(F)F
CHEMBL1949980,EC50,390.0,C28H29N3O2,CC(C)c1ccc(NC(=O)C(c2ccccc2)N(C)C(=O)Cc2c[nH]c3ccccc23)cc1
CHEMBL1949980,EC50,1250.0,C28H29N3O2,CC(C)c1ccc(NC(=O)C(c2ccccc2)N(C)C(=O)Cc2c[nH]c3ccccc23)cc1
CHEMBL1949980,EC50,260.0,C28H29N3O2,CC(C)c1ccc(NC(=O)C(c2ccccc2)N(C)C(=O)Cc2c[nH]c3ccccc23)cc1
CHEMBL1949980,EC50,990.0,C28H29N3O2,CC(C)c1ccc(NC(=O)C(c2ccccc2)N(C)C(=O)Cc2c[nH]c3ccccc23)cc1
CHEMBL4453036,EC50,1160.0,C32H31F2NO6,CCOC(=O)c1cc(C)cc([C@H]2C[C@@H](NC(=O)C3(c4ccc5c(c4)OC(F)(F)O5)CC3)C[C@@H](c3ccccc3)O2)c1
CHEMBL4087035,EC50,50.0,C17H16F6N6OS,CCN(CC)c1nc(Nc2ccc3ncsc3c2)nc(OC(C(F)(F)F)C(F)(F)F)n1
CHEMBL4087035,EC50,30.0,C17H16F6N6OS,CCN(CC)c1nc(Nc2ccc3ncsc3c2)nc(OC(C(F)(F)F)C(F)(F)F)n1
CHEMBL4171265,EC50,1700.0,C20H14F2N2O4S,O=C(Nc1nc(-c2ccc(O)cc2)cs1)C1(c2ccc3c(c2)OC(F)(F)O3)CC1
CHEMBL4171265,EC50,1698.24,C20H14F2N2O4S,O=C(Nc1nc(-c2ccc(O)cc2)cs1)C1(c2ccc3c(c2)OC(F)(F)O3)CC1
CHEMBL4551092,EC50,820.0,C31H38F3NO5,COc1ccc(C(F)(F)F)cc1CO[C@H]1[C@H](C(C)(C)C)[C@@H](C(=O)O)N(C(=O)C2CCCCC2)[C@H]1c1ccccc1
CHEMBL4551092,EC50,580.0,C31H38F3NO5,COc1ccc(C(F)(F)F)cc1CO[C@H]1[C@H](C(C)(C)C)[C@@H](C(=O)O)N(C(=O)C2CCCCC2)[C@H]1c1ccccc1
CHEMBL4551092,EC50,173.0,C31H38F3NO5,COc1ccc(C(F)(F)F)cc1CO[C@H]1[C@H](C(C)(C)C)[C@@H](C(=O)O)N(C(=O)C2CCCCC2)[C@H]1c1ccccc1
CHEMBL4551092,EC50,820.0,C31H38F3NO5,COc1ccc(C(F)(F)F)cc1CO[C@H]1[C@H](C(C)(C)C)[C@@H](C(=O)O)N(C(=O)C2CCCCC2)[C@H]1c1ccccc1
CHEMBL4551092,EC50,580.0,C31H38F3NO5,COc1ccc(C(F)(F)F)cc1CO[C@H]1[C@H](C(C)(C)C)[C@@H](C(=O)O)N(C(=O)C2CCCCC2)[C@H]1c1ccccc1
CHEMBL4551092,EC50,173.0,C31H38F3NO5,COc1ccc(C(F)(F)F)cc1CO[C@H]1[C@H](C(C)(C)C)[C@@H](C(=O)O)N(C(=O)C2CCCCC2)[C@H]1c1ccccc1
CHEMBL2018593,EC50,8200.0,C21H21N5O,Cc1cc(C)c2cc(C#N)c(NCCCNC(=O)c3ccncc3)nc2c1
CHEMBL2018593,EC50,13182.57,C21H21N5O,Cc1cc(C)c2cc(C#N)c(NCCCNC(=O)c3ccncc3)nc2c1
CHEMBL1583913,EC50,15000.0,C22H22N4O3,COc1ccc(C(=O)NCCNc2nc3c(C)cccc3cc2C#N)cc1OC
CHEMBL1583913,EC50,3800.0,C22H22N4O3,COc1ccc(C(=O)NCCNc2nc3c(C)cccc3cc2C#N)cc1OC
CHEMBL3358692,EC50,660.0,C17H18ClN5O3S,COc1ccc(Cl)cc1Nc1nnc(-c2csc(NC(=O)C(C)(C)C)n2)o1
CHEMBL3745870,EC50,100000.0,C27H35N7,CN1CCN(CCCNc2nc(-c3ccncc3)nc3c2CN(Cc2ccccc2)CC3)CC1
CHEMBL3746219,EC50,100000.0,C27H31ClN6O,CCN(C(C)=O)C1CCN(c2nc(-c3ccccn3)nc3c2CN(Cc2ccc(Cl)cc2)CC3)C1
CHEMBL3747771,EC50,300.0,C30H41N7,CC(C)c1ccc(CN2CCc3nc(-c4ccccn4)nc(N4CCN(CCN(C)C)CC4)c3C2)cc1
CHEMBL3747771,EC50,302.0,C30H41N7,CC(C)c1ccc(CN2CCc3nc(-c4ccccn4)nc(N4CCN(CCN(C)C)CC4)c3C2)cc1
CHEMBL2018575,EC50,3000.0,C22H22N4O2,COc1ccc(C(=O)NCCNc2nc3cc(C)cc(C)c3cc2C#N)cc1
CHEMBL2018575,EC50,3019.95,C22H22N4O2,COc1ccc(C(=O)NCCNc2nc3cc(C)cc(C)c3cc2C#N)cc1
CHEMBL2018580,EC50,4200.0,C23H24N4O3,COc1ccc(C(=O)NCCNc2nc3cc(C)cc(C)c3cc2C#N)c(OC)c1
CHEMBL2018580,EC50,4168.69,C23H24N4O3,COc1ccc(C(=O)NCCNc2nc3cc(C)cc(C)c3cc2C#N)c(OC)c1
CHEMBL4163314,EC50,758.58,C27H29N5O2S,Cc1nc(NC(=O)C(C)(C)C)sc1-c1cc(Cc2ccccc2)n(C(=O)NCc2ccccc2)n1
CHEMBL4169748,EC50,900.0,C21H17FN2O3S,Cc1sc(NC(=O)C2(c3ccc4c(c3)OCO4)CC2)nc1-c1ccc(F)cc1
CHEMBL4169748,EC50,891.25,C21H17FN2O3S,Cc1sc(NC(=O)C2(c3ccc4c(c3)OCO4)CC2)nc1-c1ccc(F)cc1
CHEMBL4173166,EC50,4900.0,C20H15BrN2O3S,O=C(Nc1nc(-c2ccc(Br)cc2)cs1)C1(c2ccc3c(c2)OCO3)CC1
CHEMBL4173166,EC50,4897.79,C20H15BrN2O3S,O=C(Nc1nc(-c2ccc(Br)cc2)cs1)C1(c2ccc3c(c2)OCO3)CC1
CHEMBL4174487,EC50,1800.0,C20H16N2O4S,O=C(Nc1nc(-c2ccc(O)cc2)cs1)C1(c2ccc3c(c2)OCO3)CC1
CHEMBL4174487,EC50,1819.7,C20H16N2O4S,O=C(Nc1nc(-c2ccc(O)cc2)cs1)C1(c2ccc3c(c2)OCO3)CC1
CHEMBL4175544,EC50,3900.0,C21H18N2O4S,Cc1sc(NC(=O)C2(c3ccc4c(c3)OCO4)CC2)nc1-c1ccc(O)cc1
CHEMBL4175544,EC50,3890.45,C21H18N2O4S,Cc1sc(NC(=O)C2(c3ccc4c(c3)OCO4)CC2)nc1-c1ccc(O)cc1
